#languageTag	#level	#worksheet	#problemNo	#sequenceType	#voiceSource	#problemSentence	#exampleNumber1	#exampleNumber2	#exampleNumber3	#exampleNumber4	#exampleWord1	#exampleWord2	#exampleWord3	#exampleWord4	#rightFormula	#rightAnswer	#objectValueA	#objectValueB	#objectValueC	#objectValueD	#equationValueA	#equationValueB	#equationSign	#equationUnknown	#objectSourceA	#objectSourceB	#objectSourceC	#objectSourceD
en-US	15	2	2	5	en_uk_c2_06.m4a	Ü·UUUUÇ¸è ·UUUæ °·UUUU Åé·UUUUÇ¸æ 13 §¢¿ Ü¢Õæ ãôÌæ ãñÐ §âð Îô Öæ»ô¢ ×ð¢ ·UUUæÅæ ÁæÌæ ãñÐ °·UUUU Öæ» 6 §¢¿ Ü¢Õæ ãñÐ ÎêâÚæ Öæ» ç·UUUUÌÙæ Ü{Õæ ãñ?	6	7	8	9	inches	inches	inches	inches	13 = 6 + <7>	2	6	7	0	0					wordwindow-stone-green.png	wordwindow-stone-red.png		
en-US	15	2	3	5	en_uk_c2_03.m4a	Üñ·UUUè ¥æñÚ ·ð¢UUU¼ý Ùð 14 Áé»Ùé¥ô¢ ·UUUUô Â·UUUUÇ¸æÐ Üñ·UUUè Ùð 5 Áé»Ùé¥ô¢ ·UUUUô Â·UUUUÇ¸æÐ ·ð¢UUU¼ý Ùð ç·UUUUÌÙð Áé»Ùé¥ô¢ ·UUUUô Â·UUUUÇ¸æ?	6	9	12	14	fireflies	fireflies	fireflies	fireflies	14 = 5 + <9>	2	5	9	0	0					wordwindow-stone-blue.png	wordwindow-stone-green.png		
en-US	15	2	4	5	en_uk_c2_04.m4a	Á¸¿ ·ðUUU Âæâ 17 Á‹×çÎÙ ·ðUUU ÌôãÈðUUU ãñ¢Ð 9 ÌôãÈðUUU ©â·ðUUU ÂçÚßæÚ ·ðUUU ãñ¢ ¥æñÚ Õæ·UUUè ©â·ðUUU ÎôSÌô¢ ·ðUUU ãñ¢Ð ©â·ðUUU ÎôSÌô¢ âð ç·UUUUÌÙð ©ÂãæÚ ãñ¢?	7	8	9	10	gifts	gifts	gifts	gifts	17 = 9 + <8>	2	9	8	0	0					wordwindow-stone-yellow.png	wordwindow-stone-blue.png		
en-US	15	2	5	5	en_uk_c2_08.m4a	°·UUUU ·UUUUÿææ ×ð¢ 16 Õ‘¿ð ãñ¢Ð ·éUUUÀ Õ‘¿ð ¹ðÜÙð ·ðUUU çÜ° ÕæãÚ ÁæÌð ãñ¢Ð 7 Õ‘¿ð ç·UUUUÌæÕð¢ ÂÉ¸Ùð ·ðUUU çÜ° ¥¢ÎÚ ÚãÌð ãñ¢Ð ç·UUUUÌÙð Õ‘¿ð ÕæãÚ ãñ¢?	7	9	13	16	children	children	children	children	16 = <9> + 7	2	9	7	0	0					wordwindow-stone-yellow.png	wordwindow-stone-red.png		
en-US	15	3	1	5	en_uk_c2_10.m4a	×ð»Ù Ùð ÎôSÌô¢ ¥æñÚ ÂçÚßæÚ ·UUUUô 14 Â˜æ çÜ¹ðÐ 7 Â˜æ ©â·ðUUU ÎôSÌô¢ ·ðUUU çÜ° ãñ¢ ¥æñÚ Õæ·UUUè ©â·ðUUU ÂçÚßæÚ ·ðUUU çÜ° ãñ¢Ð ©â·ðUUU ÂçÚßæÚ ·ðUUU çÜ° ç·UUUUÌÙð Â˜æ ãñ¢?	4	7	10	14	letters	letters	letters	letters	14 = 7 + <7>	2	7	7	0	0					wordwindow-stone-blue.png	wordwindow-stone-yellow.png		
en-US	15	3	2	5	en_uk_c2_04.m4a	Á¸¿ ·ðUUU Âæâ 17 Á‹×çÎÙ ·ðUUU ÌôãÈðUUU ãñ¢Ð 9 ÌôãÈðUUU ©â·ðUUU ÂçÚßæÚ ·ðUUU ãñ¢ ¥æñÚ Õæ·UUUè ©â·ðUUU ÎôSÌô¢ ·ðUUU ãñ¢Ð ©â·ðUUU ÎôSÌô¢ âð ç·UUUUÌÙð ©ÂãæÚ ãñ¢?	7	8	9	10	gifts	gifts	gifts	gifts	17 = 9 + <8>	2	9	8	0	0					wordwindow-stone-yellow.png	wordwindow-stone-blue.png		
en-US	15	3	3	5	en_uk_c2_09.m4a	ÅðçÙâ Åè× ×ð¢ 12 ç¹ÜæÇ¸è ãñ¢Ð ç¹ÜæÇ¸çØô¢ ×ð¢ âð 6 ÜÇ¸ç·UUUUØæ¢ ãñ¢Ð ·éUUUÀ ÜÇ¸·ðUUU ãñ¢Ð ç·UUUUÌÙð ÅðçÙâ ç¹ÜæÇ¸è ÜÇ¸·ðUUU ãñ¢?	2	6	10	12	boys	boys	boys	boys	12 = 6 + <6>	2	6	6	0	0					wordwindow-stone-blue.png	wordwindow-stone-red.png		
en-US	15	3	4	5	en_uk_c2_06.m4a	Ü·UUUUÇ¸è ·UUUæ °·UUUU Åé·UUUUÇ¸æ 13 §¢¿ Ü¢Õæ ãôÌæ ãñÐ §âð Îô Öæ»ô¢ ×ð¢ ·UUUæÅæ ÁæÌæ ãñÐ °·UUUU Öæ» 6 §¢¿ Ü¢Õæ ãñÐ ÎêâÚæ Öæ» ç·UUUUÌÙæ Ü{Õæ ãñ?	6	7	8	9	inches	inches	inches	inches	13 = 6 + <7>	2	6	7	0	0					wordwindow-stone-green.png	wordwindow-stone-red.png		
en-US	15	3	5	5	en_uk_c2_05.m4a	âéŸæè ÇæòâÙ ·UUUè ·UUUUÿææ ×ð¢ 12 Àæ˜æ ãñ¢Ð ·éUUUÀ Àæ˜æ ¥ÙéÂçSÍÌ ãñ¢ ¥æñÚ 7 Àæ˜æ ©ÂçSÍÌ ãñ¢Ð ç·UUUUÌÙð Àæ˜æ ¥ÙéÂçSÍÌ ãñ¢?	5	7	9	12	students	students	students	students	12 = <5> + 7	1	5	7	0	0					wordwindow-stone-yellow.png	wordwindow-stone-green.png		
en-US	16	1	1	3	en_uk_f1_03.m4a	°Üè Ùð ¥æ× ·ðUUU 2 Õæòvâ ¹ÚèÎðÐ ÂýˆØð·UUUU Õæòvâ ×ð¢ 4 ¥æ× ãñ¢Ð ©âÙð ç·UUUUÌÙð ¥æ× ¹ÚèÎð?	4	8	12	16	mangos	mangos	mangos	mangos	2 X 4 = <8>	2	2	4	0	0					wordwindow-stone-blue.png	wordwindow-stone-green.png		
en-US	16	1	2	3	en_uk_f1_01.m4a	×æ§·UUUU ·ðUUU Âæâ 3 ÁôÇ¸è ×ôÁð ãñ¢Ð ÂýˆØð·UUUU ÁôÇ¸è ×ð¢ 2 ×ôÁð ãñ¢Ð ×æ§·UUUU ·ðUUU Âæâ ç·UUUUÌÙð ×ôÁ¸ð ãñ¢?	3	6	9	12	socks	socks	socks	socks	3 X 2 = <6>	2	3	2	0	0					wordwindow-stone-red.png	wordwindow-stone-yellow.png		
en-US	16	1	3	3	en_uk_f1_08.m4a	ÁðÙ Ùð xÜæòßÚ ÂæòÅ ×ð¢ 3 ÈêUUUÜô¢ ·UUUè ç»ÙÌè ·UUUèÐ ÂýˆØð·UUUU ÈêUUUÜ ×ð¢ 5 Â¢¹éÇ¸çØæ¡ ãôÌè ãñ¢Ð âÖè ×ð¢ ç·UUUUÌÙè Â¢¹éÇ¸çØæ¡ ãñ¢?	5	10	15	20	petals	petals	petals	petals	3 X 5 = <15>	3	3	5	0	0					wordwindow-stone-yellow.png	wordwindow-stone-red.png		
en-US	16	1	4	3	en_uk_f1_02.m4a	°·UUUU ×Ïé×v¹è ·ðUUU 6 ÂñÚ ãôÌð ãñ¢Ð 2 ×Ïé×çv¹Øô¢ ·ðUUU ç·UUUUÌÙð ÂñÚ ãôÌð ãñ¢?	4	8	12	16	legs	legs	legs	legs	2 X 6 = <12>	3	2	6	0	0					wordwindow-stone-red.png	wordwindow-stone-blue.png		
en-US	16	1	5	3	en_uk_f1_09.m4a	âñÜè ·UUUUô °·UUUU ×èÜ ¿ÜÙð ·ðUUU çÜ° 7 ç×ÙÅ Ü»Ìð ãñ¢Ð 4 ×èÜ ¿ÜÙð ×ð¢ ©âð ç·UUUUÌÙæ â×Ø Ü»ð»æ?	7	14	28	35	minutes	minutes	minutes	minutes	4 X 7 = <28>	3	4	7	0	0					wordwindow-stone-blue.png	wordwindow-stone-red.png		
en-US	16	2	1	3	en_uk_f1_05.m4a	¿Úæ»æã ×ð¢ 3 ÖðÇ¸ð¢ ãñ¢Ð ÂýˆØð·UUUU ÖðÇ¸ ·ðUUU 4 Õ‘¿ð ãôÌð ãñ¢Ð ¿Úæ»æã ×ð¢ ç·UUUUÌÙð ×ð×Ùð ãñ¢?	6	9	12	15	lambs	lambs	lambs	lambs	3 X 4 = <12>	3	3	4	0	0					wordwindow-stone-yellow.png	wordwindow-stone-green.png		
en-US	16	2	2	3	en_uk_f1_06.m4a	°·UUUU Õ}æ¹ ·ðUUU 2 ÂñÚ ãôÌð ãñ¢Ð 3 ÕÌ¹ ·ðUUU ç·UUUUÌÙð ÂñÚ ãñ¢?	3	6	9	12	legs	legs	legs	legs	3 X 2 = <6>	2	3	2	0	0					wordwindow-stone-green.png	wordwindow-stone-red.png		
en-US	16	2	3	3	en_uk_f1_04.m4a	¹ðÌ ÂÚ 2 ßñ»Ù ãñ¢Ð ÂýˆØð·UUUU ßñ»Ù ×ð¢ 8 Õ‘¿ð ãôÌð ãñ¢Ð ç·UUUUÌÙð Õ‘¿ð ßñ»Ùô¢ ×ð¢ ãñ¢?	4	8	12	16	children	children	children	children	2 X 8 = <16>	4	2	8	0	0					wordwindow-stone-yellow.png	wordwindow-stone-blue.png		
en-US	16	2	4	3	en_uk_f1_10.m4a	ç·UUUUÅÅê, MUUUUÍ ¥æñÚ ÎèÙê, ãÚð·UUUU Ùð çÂ”ææ ·ðUUU Îô Îô Åé·UUUUÇ¸ð ¹æ°Ð ©‹ãô¢Ùð ÌèÙô Ùð ç×Üæ·UUUUÚ çÂ”ææ ·ðUUU ç·UUUUÌÙð Åé·UUUUÇ¸ð ¹æ°?	3	6	12	15	slices	slices	slices	slices	3 X 2 = <6>	2	3	2	0	0					wordwindow-stone-blue.png	wordwindow-stone-yellow.png		
en-US	16	2	5	3	en_uk_f1_07.m4a	àæðËÜè Ùð ×æÜÂê° ·ðUUU 4 Õæòvâ ¹ÚèÎðÐ ÂýˆØð·UUUU Õæòvâ ×ð¢ 5 ×æÜÂê° ãôÌð ãñ¢Ð ©âÙð ·éUUUÜ ç·UUUUÌÙð ×æÜÂê° ¹ÚèÎð?	5	15	20	30	donuts	donuts	donuts	donuts	4 X 5 = <20>	3	4	5	0	0					wordwindow-stone-red.png	wordwindow-stone-green.png		
en-US	16	3	1	3	en_uk_f1_01.m4a	×æ§·UUUU ·ðUUU Âæâ 3 ÁôÇ¸è ×ôÁð ãñ¢Ð ÂýˆØð·UUUU ÁôÇ¸è ×ð¢ 2 ×ôÁð ãñ¢Ð ×æ§·UUUU ·ðUUU Âæâ ç·UUUUÌÙð ×ôÁ¸ð ãñ¢?	3	6	9	12	socks	socks	socks	socks	3 X 2 = <6>	2	3	2	0	0					wordwindow-stone-red.png	wordwindow-stone-yellow.png		
en-US	16	3	2	3	en_uk_f1_05.m4a	¿Úæ»æã ×ð¢ 3 ÖðÇ¸ð¢ ãñ¢Ð ÂýˆØð·UUUU ÖðÇ¸ ·ðUUU 4 Õ‘¿ð ãôÌð ãñ¢Ð ¿Úæ»æã ×ð¢ ç·UUUUÌÙð ×ð×Ùð ãñ¢?	6	9	12	15	lambs	lambs	lambs	lambs	3 X 4 = <12>	3	3	4	0	0					wordwindow-stone-yellow.png	wordwindow-stone-green.png		
en-US	16	3	3	3	en_uk_f1_03.m4a	°Üè Ùð ¥æ× ·ðUUU 2 Õæòvâ ¹ÚèÎðÐ ÂýˆØð·UUUU Õæòvâ ×ð¢ 4 ¥æ× ãñ¢Ð ©âÙð ç·UUUUÌÙð ¥æ× ¹ÚèÎð?	4	8	12	16	mangos	mangos	mangos	mangos	2 X 4 = <8>	2	2	4	0	0					wordwindow-stone-blue.png	wordwindow-stone-green.png		
en-US	16	3	4	3	en_uk_f1_04.m4a	¹ðÌ ÂÚ 2 ßñ»Ù ãñ¢Ð ÂýˆØð·UUUU ßñ»Ù ×ð¢ 8 Õ‘¿ð ãôÌð ãñ¢Ð ç·UUUUÌÙð Õ‘¿ð ßñ»Ùô¢ ×ð¢ ãñ¢?	4	8	12	16	children	children	children	children	2 X 8 = <16>	4	2	8	0	0					wordwindow-stone-yellow.png	wordwindow-stone-blue.png		
en-US	16	3	5	3	en_uk_f1_09.m4a	âñÜè ·UUUUô °·UUUU ×èÜ ¿ÜÙð ·ðUUU çÜ° 7 ç×ÙÅ Ü»Ìð ãñ¢Ð 4 ×èÜ ¿ÜÙð ×ð¢ ©âð ç·UUUUÌÙæ â×Ø Ü»ð»æ?	7	14	28	35	minutes	minutes	minutes	minutes	4 X 7 = <28>	3	4	7	0	0					wordwindow-stone-blue.png	wordwindow-stone-red.png		
en-US	17	1	1	5	en_uk_f2_01.m4a	2 Õ‘¿ð 8 ç×Ææ§ü ÕÚæÕÚ Õæ¡Å ·UUUUÚ ¹æÌð¢ ãñ¢ Ð ÂýˆØð·UUUU Õ‘¿ð ·UUUUô ç·UUUUÌÙè ç×Ææ§ü ç×ÜÌè ãñ?	2	4	6	8	sweets	sweets	sweets	sweets	8 = <4> + <4>	2	4	4	0	0					wordwindow-stone-red.png	wordwindow-stone-yellow.png		
en-US	17	1	2	5	en_uk_f2_02.m4a	¥æÂ ¥æñÚ ¥æÂ·UUUè ÕãÙ ç¿Œâ ·ðUUU 10 Õñ» ÕÚæÕÚ ÕÚæÕÚ Õæ¢Å Ìð¢ ãñ¢ Ð ç¿Œâ ·ðUUU ç·UUUUÌÙð Õñ» ÂýˆØð·UUUU ·UUUUô ç×Üð¢»ð?	2	3	5	10	bags	bags	bags	bags	10 = <5> + <5>	3	5	5	0	0					wordwindow-stone-red.png	wordwindow-stone-blue.png		
en-US	17	1	3	5	en_uk_f2_03.m4a	°·UUUU ç·UUUUâæÙ ·ðUUU Âæâ 1६ ¥¢Çð ãñ¢ ¥æñÚ ßô ©‹ãð¢ â×æÙ MUUUUÂ âð 2 Õvâð ×ð¢ Ú¹Ìæ ãñÐ ÂýˆØð·UUUU Õæòvâ ×ð¢ ç·UUUUÌÙð ¥¢Çð ãñ¢?	2	4	8	16	eggs	eggs	eggs	eggs	16 = <8> + <8>	3	8	8	0	0					wordwindow-stone-blue.png	wordwindow-stone-green.png		
en-US	17	1	4	5	en_uk_f2_06.m4a	3 ç×˜æ â×æÙ MUUUUÂ âð 12 ÅæòçÈUUUUØæ¢ Õæ¢ÅÌð¢ ãñ¢Ð ÂýˆØð·UUUU ç×˜æ ·UUUUô ç·UUUUÌÙè ÅæòçÈUUUUØæ¢ ç×Üð¢»è?	3	4	5	6	candles	candles	candles	candles	12 = <4> + <4> + <4>	2	4	4	4	0					wordwindow-stone-green.png	wordwindow-stone-red.png	wordwindow-stone-yellow.png	
en-US	17	1	5	5	en_uk_f2_09.m4a	20 Àæ˜æô¢ ·UUUUô çàæÿæ·UUUU mæÚæ 4 â×êãô¢ ×ð¢ â×æÙ MUUUUÂ âð çßÖæçÁÌ ç·UUUUØæ »Øæ ÍæÐ ÂýˆØð·UUUU â×êã ×ð¢ ç·UUUUÌÙð Àæ˜æ ãñ¢?	5	10	15	20	students	students	students	students	20 = <5> + <5> + <5> + <5>	1	5	5	5	5					wordwindow-stone-blue.png	wordwindow-stone-red.png	wordwindow-stone-green.png	wordwindow-stone-yellow.png
en-US	17	2	1	5	en_uk_f2_04.m4a	âæÚæ Ùð 6 ÈêUUUÜ ¿éÙðÐ ©âÙð ÈêUUUÜô¢ ·UUUè â×æÙ ×æ˜ææ ×ð¢ 2 ÈêUUUÜÎæÙô¢ ×ð¢ ÇæÜ ÎèÐ ÂýˆØð·UUUU ÈêUUUÜÎæÙ ×ð¢ ©âÙð ç·UUUUÌÙð ÈêUUUÜ ÇæÜð¢ ?	2	3	5	6	flowers	flowers	flowers	flowers	6 = <3> + <3>	2	3	3	0	0					wordwindow-stone-yellow.png	wordwindow-stone-blue.png		
en-US	17	2	2	5	en_uk_f2_02.m4a	¥æÂ ¥æñÚ ¥æÂ·UUUè ÕãÙ ç¿Œâ ·ðUUU 10 Õñ» ÕÚæÕÚ ÕÚæÕÚ Õæ¢Å Ìð¢ ãñ¢ Ð ç¿Œâ ·ðUUU ç·UUUUÌÙð Õñ» ÂýˆØð·UUUU ·UUUUô ç×Üð¢»ð?	2	3	5	10	bags	bags	bags	bags	10 = <5> + <5>	3	5	5	0	0					wordwindow-stone-red.png	wordwindow-stone-blue.png		
en-US	17	2	3	5	en_uk_f2_05.m4a	ç×Úæ¢Çæ Ùð 1८ ç×Ææ§Øæ¡ ÕÙæ§üÐ ©âÙð 2 ŒÜðÅô¢ ÂÚ â×æÙ â¢2Øæ ×ð¢ ç×Ææ§Øæ¡ Ú¹èÐ ÂýˆØð·UUUU ŒÜðÅ ÂÚ ç·UUUUÌÙð ç×Ææ§Øæ¡  ãñ¢?	2	8	9	18	brownies	brownies	brownies	brownies	18 = <9> + <9>	3	9	9	0	0					wordwindow-stone-yellow.png	wordwindow-stone-green.png	wordwindow-stone-blue.png	
en-US	17	2	4	5	en_uk_f2_08.m4a	Ÿæè çâ{ÂâÙ ·UUUè ·UUUUÿææ ×ð¢ 18 ÂéSÌ·ð¢UUU ãñ¢Ð ßã ©‹ãð¢ 3 ¥Ü×æçÚØô¢ ÂÚ â×æÙ MUUUUÂ âð Ú¹Ìð ãñÐ ÂýˆØð·UUUU ¥Ü×æÚè ÂÚ ç·UUUUÌÙè ç·UUUUÌæÕð¢ Ú¹è ãé§ü ãñ¢?	3	6	16	18	books	books	books	books	18 = <6> + <6> + <6>	2	6	6	6	0					wordwindow-stone-yellow.png	wordwindow-stone-red.png	wordwindow-stone-green.png	
en-US	17	2	5	5	en_uk_f2_10.m4a	×æ·UUUUôü Ùð 12 ×ÀçÜØæ¡ ¹ÚèÎè¢Ð ©âÙð ×ÀçÜØô¢ ·UUUè â¢wØæ 4 Åñ¢·UUUUô¢ ×ð¢ ÕÚæÕÚ ·UUUUÚ ÎèÐ ÂýˆØð·UUUU Åñ¢·UUUU ×ð¢ ç·UUUUÌÙè ×ÀçÜØæ¡ ãñ¢?	3	4	9	12	fish	fish	fish	fish	12 = <3> + <3> + <3> + <3>	1	3	3	3	3					wordwindow-stone-blue.png	wordwindow-stone-yellow.png	wordwindow-stone-red.png	wordwindow-stone-green.png
en-US	17	3	1	5	en_uk_f2_02.m4a	¥æÂ ¥æñÚ ¥æÂ·UUUè ÕãÙ ç¿Œâ ·ðUUU 10 Õñ» ÕÚæÕÚ ÕÚæÕÚ Õæ¢Å Ìð¢ ãñ¢ Ð ç¿Œâ ·ðUUU ç·UUUUÌÙð Õñ» ÂýˆØð·UUUU ·UUUUô ç×Üð¢»ð?	2	3	5	10	bags	bags	bags	bags	10 = <5> + <5>	3	5	5	0	0					wordwindow-stone-red.png	wordwindow-stone-blue.png		
en-US	17	3	2	5	en_uk_f2_04.m4a	âæÚæ Ùð 6 ÈêUUUÜ ¿éÙðÐ ©âÙð ÈêUUUÜô¢ ·UUUè â×æÙ ×æ˜ææ ×ð¢ 2 ÈêUUUÜÎæÙô¢ ×ð¢ ÇæÜ ÎèÐ ÂýˆØð·UUUU ÈêUUUÜÎæÙ ×ð¢ ©âÙð ç·UUUUÌÙð ÈêUUUÜ ÇæÜð¢ ?	2	3	5	6	flowers	flowers	flowers	flowers	6 = <3> + <3>	2	3	3	0	0					wordwindow-stone-yellow.png	wordwindow-stone-blue.png		
en-US	17	3	3	5	en_uk_f2_03.m4a	°·UUUU ç·UUUUâæÙ ·ðUUU Âæâ 16 ¥¢Çð ãñ¢ ¥æñÚ ßô ©‹ãð¢ â×æÙ MUUUUÂ âð 2 Õvâð ×ð¢ Ú¹Ìæ ãñÐ ÂýˆØð·UUUU Õæòvâ ×ð¢ ç·UUUUÌÙð ¥¢Çð ãñ¢?	2	4	8	16	eggs	eggs	eggs	eggs	16 = <8> + <8>	3	8	8	0	0					wordwindow-stone-blue.png	wordwindow-stone-green.png		
en-US	17	3	4	5	en_uk_f2_07.m4a	àæðÙ Ùð °·UUUU ÂðÇ¸ âð 6 ¥æ× ÌôÇ¸ð Ð ©‹ãô¢Ùð ¥æ×ô¢ ·UUUè °·UUUU â×æÙ â¢wØæ ·UUUUô 3 Õvâð ×ð¢ Ú¹æÐ ÂýˆØð·UUUU çÇyÕð ×ð¢ ©âÙð ç·UUUUÌÙð ¥æ× Ú¹ð?	2	3	5	6	mangos	mangos	mangos	mangos	6 = <2> + <2> + <2>	1	2	2	2	0					wordwindow-stone-red.png	wordwindow-stone-green.png	wordwindow-stone-blue.png	
en-US	17	3	5	5	en_uk_f2_09.m4a	20 Àæ˜æô¢ ·UUUUô çàæÿæ·UUUU mæÚæ 4 â×êãô¢ ×ð¢ â×æÙ MUUUUÂ âð çßÖæçÁÌ ç·UUUUØæ »Øæ ÍæÐ ÂýˆØð·UUUU â×êã ×ð¢ ç·UUUUÌÙð Àæ˜æ ãñ¢?	5	10	15	20	students	students	students	students	20 = <5> + <5> + <5> + <5>	1	5	5	5	5					wordwindow-stone-blue.png	wordwindow-stone-red.png	wordwindow-stone-green.png	wordwindow-stone-yellow.png
